mesh_term,primary_category,category_label
Institutional Management Teams,medications_drug_safety,Medications & Drug Safety
Insulin,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Insulin Antibodies,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Insulin Glargine,heart_blood_vessels,Heart & Blood Vessels
Insulin Infusion Systems,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Insulin Resistance,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Insulin, Isophane",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Insulin, Long-Acting",heart_blood_vessels,Heart & Blood Vessels
Insurance Benefits,public_health_prevention,Public Health & Prevention
Insurance Claim Reporting,dental_oral,Dental & Oral Health
Insurance Claim Review,heart_blood_vessels,Heart & Blood Vessels
Insurance Coverage,medications_drug_safety,Medications & Drug Safety
"Insurance, Dental",dental_oral,Dental & Oral Health
"Insurance, Health",childrens_health,Children's Health
"Insurance, Pharmaceutical Services",childrens_health,Children's Health
Intellectual Disability,childrens_health,Children's Health
Intelligence,childrens_health,Children's Health
Intelligence Tests,mental_health,Mental Health
Intensive Care Units,breathing_lungs,Breathing & Lungs
"Intensive Care Units, Neonatal",childrens_health,Children's Health
"Intensive Care Units, Pediatric",childrens_health,Children's Health
"Intensive Care, Neonatal",childrens_health,Children's Health
Intention,childrens_health,Children's Health
Intention to Treat Analysis,childrens_health,Children's Health
Intercellular Adhesion Molecule-1,digestive_liver,Digestive System & Liver
Intercellular Signaling Peptides and Proteins,cancer,Cancer
Interdisciplinary Communication,cancer,Cancer
Interferon-gamma,blood_immune,Blood & Immune Disorders
Interleukin-15,blood_immune,Blood & Immune Disorders
Interleukin-1alpha,kidney_urinary,Kidney & Urinary Health
Interleukin-2,blood_immune,Blood & Immune Disorders
Interleukin-2 Receptor alpha Subunit,blood_immune,Blood & Immune Disorders
Interleukin-4,digestive_liver,Digestive System & Liver
Interleukin-6,digestive_liver,Digestive System & Liver
Interleukin-7 Receptor alpha Subunit,blood_immune,Blood & Immune Disorders
Interleukin-8,emergency_critical_care,Emergency & Critical Care
Interleukins,brain_nervous_system,Brain & Nervous System
Intermediate Filament Proteins,digestive_liver,Digestive System & Liver
Internal Medicine,heart_blood_vessels,Heart & Blood Vessels
International Normalized Ratio,medications_drug_safety,Medications & Drug Safety
Internet,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Internship and Residency,childrens_health,Children's Health
Interpersonal Relations,childrens_health,Children's Health
Interprofessional Relations,medications_drug_safety,Medications & Drug Safety
Interrupted Time Series Analysis,childrens_health,Children's Health
Intervertebral Disc Degeneration,womens_reproductive,Women's & Reproductive Health
Intervertebral Disc Displacement,womens_reproductive,Women's & Reproductive Health
Interviews as Topic,infections,Infections & Infectious Disease
Intestinal Absorption,childrens_health,Children's Health
Intestinal Atresia,childrens_health,Children's Health
Intestinal Diseases,digestive_liver,Digestive System & Liver
Intestinal Mucosa,childrens_health,Children's Health
Intestinal Neoplasms,cancer,Cancer
Intestinal Obstruction,digestive_liver,Digestive System & Liver
Intestinal Perforation,womens_reproductive,Women's & Reproductive Health
"Intestine, Small",childrens_health,Children's Health
Intestines,digestive_liver,Digestive System & Liver
Intra-Abdominal Fat,medications_drug_safety,Medications & Drug Safety
Intra-Articular Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Intracranial Aneurysm,medications_drug_safety,Medications & Drug Safety
Intracranial Embolism,brain_nervous_system,Brain & Nervous System
Intracranial Thrombosis,brain_nervous_system,Brain & Nervous System
Intraocular Pressure,eye_health,Eye Health
Intraoperative Care,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Intraoperative Complications,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Intraoperative Neurophysiological Monitoring,brain_nervous_system,Brain & Nervous System
Intraoperative Period,cancer,Cancer
"Intrauterine Devices, Copper",womens_reproductive,Women's & Reproductive Health
"Intubation, Gastrointestinal",digestive_liver,Digestive System & Liver
"Intubation, Intratracheal",emergency_critical_care,Emergency & Critical Care
Iodine Radioisotopes,cancer,Cancer
Iodized Oil,cancer,Cancer
Iohexol,dental_oral,Dental & Oral Health
Ireland,childrens_health,Children's Health
Iris,eye_health,Eye Health
Irritable Bowel Syndrome,medications_drug_safety,Medications & Drug Safety
Ischemia,digestive_liver,Digestive System & Liver
"Ischemic Attack, Transient",brain_nervous_system,Brain & Nervous System
Ischemic Postconditioning,heart_blood_vessels,Heart & Blood Vessels
"Ischemic Preconditioning, Myocardial",heart_blood_vessels,Heart & Blood Vessels
Islam,womens_reproductive,Women's & Reproductive Health
Isoantibodies,blood_immune,Blood & Immune Disorders
Isoflurane,heart_blood_vessels,Heart & Blood Vessels
Isometric Contraction,bones_joints_muscles,"Bones, Joints & Muscles"
Isoproterenol,heart_blood_vessels,Heart & Blood Vessels
Isoxazoles,brain_nervous_system,Brain & Nervous System
Israel,emergency_critical_care,Emergency & Critical Care
Italy,medications_drug_safety,Medications & Drug Safety
Jamaica,infections,Infections & Infectious Disease
Japan,childrens_health,Children's Health
"Jaw, Edentulous",dental_oral,Dental & Oral Health
Jews,ear_nose_throat,"Ear, Nose & Throat"
Job Satisfaction,bones_joints_muscles,"Bones, Joints & Muscles"
Joint Diseases,blood_immune,Blood & Immune Disorders
Joint Dislocations,bones_joints_muscles,"Bones, Joints & Muscles"
Joint Instability,bones_joints_muscles,"Bones, Joints & Muscles"
Joints,bones_joints_muscles,"Bones, Joints & Muscles"
Jordan,cancer,Cancer
Journal Impact Factor,emergency_critical_care,Emergency & Critical Care
Jugular Veins,medications_drug_safety,Medications & Drug Safety
Juvenile Delinquency,childrens_health,Children's Health
K562 Cells,blood_immune,Blood & Immune Disorders
KCNQ1 Potassium Channel,heart_blood_vessels,Heart & Blood Vessels
Kaplan-Meier Estimate,heart_blood_vessels,Heart & Blood Vessels
Karnofsky Performance Status,cancer,Cancer
Karyotyping,womens_reproductive,Women's & Reproductive Health
Kell Blood-Group System,womens_reproductive,Women's & Reproductive Health
Kentucky,childrens_health,Children's Health
Kenya,public_health_prevention,Public Health & Prevention
Keratin-20,digestive_liver,Digestive System & Liver
Keratin-7,digestive_liver,Digestive System & Liver
Keratins,digestive_liver,Digestive System & Liver
Keratoconus,eye_health,Eye Health
Ketamine,childrens_health,Children's Health
Ki-67 Antigen,cancer,Cancer
Kidney,kidney_urinary,Kidney & Urinary Health
Kidney Calculi,kidney_urinary,Kidney & Urinary Health
Kidney Calices,kidney_urinary,Kidney & Urinary Health
Kidney Diseases,kidney_urinary,Kidney & Urinary Health
"Kidney Failure, Chronic",kidney_urinary,Kidney & Urinary Health
Kidney Function Tests,kidney_urinary,Kidney & Urinary Health
Kidney Neoplasms,cancer,Cancer
Kidney Transplantation,kidney_urinary,Kidney & Urinary Health
"Killer Cells, Natural",blood_immune,Blood & Immune Disorders
Kinesis,bones_joints_muscles,"Bones, Joints & Muscles"
Kinetics,blood_immune,Blood & Immune Disorders
Knee,bones_joints_muscles,"Bones, Joints & Muscles"
Knee Injuries,bones_joints_muscles,"Bones, Joints & Muscles"
Knee Joint,bones_joints_muscles,"Bones, Joints & Muscles"
Knee Prosthesis,bones_joints_muscles,"Bones, Joints & Muscles"
Korea,medications_drug_safety,Medications & Drug Safety
Kupffer Cells,digestive_liver,Digestive System & Liver
Kyphosis,brain_nervous_system,Brain & Nervous System
Labetalol,childrens_health,Children's Health
Labor Presentation,digestive_liver,Digestive System & Liver
"Labor Stage, First",womens_reproductive,Women's & Reproductive Health
"Labor, Obstetric",womens_reproductive,Women's & Reproductive Health
"Laboratories, Hospital",medications_drug_safety,Medications & Drug Safety
Lactic Acid,kidney_urinary,Kidney & Urinary Health
Lactobacillus,womens_reproductive,Women's & Reproductive Health
Laminectomy,bones_joints_muscles,"Bones, Joints & Muscles"
Language,brain_nervous_system,Brain & Nervous System
Language Development Disorders,childrens_health,Children's Health
Lansoprazole,digestive_liver,Digestive System & Liver
Laparoscopy,digestive_liver,Digestive System & Liver
Laparotomy,emergency_critical_care,Emergency & Critical Care
Laryngeal Masks,breathing_lungs,Breathing & Lungs
Laryngoscopy,emergency_critical_care,Emergency & Critical Care
Laser Therapy,brain_nervous_system,Brain & Nervous System
"Lasers, Excimer",eye_health,Eye Health
"Lasers, Semiconductor",ear_nose_throat,"Ear, Nose & Throat"
"Lasers, Solid-State",kidney_urinary,Kidney & Urinary Health
Latex Hypersensitivity,skin_dermatology,Skin & Dermatology
Latin America,childrens_health,Children's Health
Law Enforcement,medications_drug_safety,Medications & Drug Safety
Leadership,bones_joints_muscles,"Bones, Joints & Muscles"
Learning,ear_nose_throat,"Ear, Nose & Throat"
Learning Curve,cancer,Cancer
Learning Disorders,ear_nose_throat,"Ear, Nose & Throat"
Lebanon,childrens_health,Children's Health
Leg,bones_joints_muscles,"Bones, Joints & Muscles"
Leiomyoma,womens_reproductive,Women's & Reproductive Health
Leiomyomatosis,cancer,Cancer
Leisure Activities,childrens_health,Children's Health
Length of Stay,childrens_health,Children's Health
"Lens, Crystalline",eye_health,Eye Health
Leptin,cancer,Cancer
Leucovorin,cancer,Cancer
Leukemia,breathing_lungs,Breathing & Lungs
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",blood_immune,Blood & Immune Disorders
"Leukemia, Myeloid",blood_immune,Blood & Immune Disorders
Leukocidins,childrens_health,Children's Health
Leukocyte Count,breathing_lungs,Breathing & Lungs
Leukocyte L1 Antigen Complex,blood_immune,Blood & Immune Disorders
Leukocytes,childrens_health,Children's Health
Leuprolide,womens_reproductive,Women's & Reproductive Health
"Liability, Legal",kidney_urinary,Kidney & Urinary Health
Libido,public_health_prevention,Public Health & Prevention
Licensure,bones_joints_muscles,"Bones, Joints & Muscles"
Lidocaine,bones_joints_muscles,"Bones, Joints & Muscles"
Life Change Events,mental_health,Mental Health
Life Expectancy,cancer,Cancer
Life Style,cancer,Cancer
Life Tables,dental_oral,Dental & Oral Health
"Ligaments, Articular",bones_joints_muscles,"Bones, Joints & Muscles"
Ligands,heart_blood_vessels,Heart & Blood Vessels
Ligation,heart_blood_vessels,Heart & Blood Vessels
Light,eye_health,Eye Health
Limb Salvage,cancer,Cancer
Linear Models,bones_joints_muscles,"Bones, Joints & Muscles"
Linguistics,childrens_health,Children's Health
Linkage Disequilibrium,mental_health,Mental Health
Lipase,digestive_liver,Digestive System & Liver
Lipid Peroxidation,medications_drug_safety,Medications & Drug Safety
Lipids,medications_drug_safety,Medications & Drug Safety
Lipoma,cancer,Cancer
Lipoproteins,childrens_health,Children's Health
"Lipoproteins, LDL",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Literacy,brain_nervous_system,Brain & Nervous System
Lithotripsy,kidney_urinary,Kidney & Urinary Health
"Lithotripsy, Laser",childrens_health,Children's Health
Live Birth,womens_reproductive,Women's & Reproductive Health
Liver,digestive_liver,Digestive System & Liver
Liver Cirrhosis,digestive_liver,Digestive System & Liver
"Liver Cirrhosis, Alcoholic",digestive_liver,Digestive System & Liver
Liver Diseases,womens_reproductive,Women's & Reproductive Health
"Liver Diseases, Alcoholic",digestive_liver,Digestive System & Liver
Liver Function Tests,digestive_liver,Digestive System & Liver
Liver Neoplasms,cancer,Cancer
Liver Transplantation,childrens_health,Children's Health
Living Donors,childrens_health,Children's Health
Locomotion,childrens_health,Children's Health
Logistic Models,medications_drug_safety,Medications & Drug Safety
London,mental_health,Mental Health
Long-Term Care,digestive_liver,Digestive System & Liver
Longitudinal Ligaments,bones_joints_muscles,"Bones, Joints & Muscles"
Longitudinal Studies,mental_health,Mental Health
Los Angeles,heart_blood_vessels,Heart & Blood Vessels
Lost to Follow-Up,breathing_lungs,Breathing & Lungs
Low Back Pain,childrens_health,Children's Health
Lower Extremity,cancer,Cancer
Lower Urinary Tract Symptoms,kidney_urinary,Kidney & Urinary Health
Lumbar Vertebrae,childrens_health,Children's Health
Lumbosacral Region,public_health_prevention,Public Health & Prevention
Luminescence,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Lung,heart_blood_vessels,Heart & Blood Vessels
Lung Diseases,cancer,Cancer
Lung Neoplasms,cancer,Cancer
Lupus Coagulation Inhibitor,blood_immune,Blood & Immune Disorders
"Lupus Erythematosus, Systemic",medications_drug_safety,Medications & Drug Safety
Luteal Phase,womens_reproductive,Women's & Reproductive Health
Lymph Node Excision,cancer,Cancer
Lymph Nodes,cancer,Cancer
Lymphatic Irradiation,cancer,Cancer
Lymphatic Metastasis,cancer,Cancer
Lymphedema,ear_nose_throat,"Ear, Nose & Throat"
Lymphocyte Activation,blood_immune,Blood & Immune Disorders
Lymphocyte Count,breathing_lungs,Breathing & Lungs
Lymphoma,breathing_lungs,Breathing & Lungs
Lysine,medications_drug_safety,Medications & Drug Safety
Lysosomes,blood_immune,Blood & Immune Disorders
Macrophages,breathing_lungs,Breathing & Lungs
"Macrophages, Alveolar",infections,Infections & Infectious Disease
Macular Degeneration,brain_nervous_system,Brain & Nervous System
Magnesium Sulfate,childrens_health,Children's Health
Magnetic Resonance Angiography,medications_drug_safety,Medications & Drug Safety
Magnetic Resonance Imaging,cancer,Cancer
Malaysia,cancer,Cancer
Male,childrens_health,Children's Health
Malnutrition,kidney_urinary,Kidney & Urinary Health
"Malocclusion, Angle Class I",dental_oral,Dental & Oral Health
"Malocclusion, Angle Class II",dental_oral,Dental & Oral Health
"Malocclusion, Angle Class III",dental_oral,Dental & Oral Health
Malondialdehyde,womens_reproductive,Women's & Reproductive Health
Mammaplasty,cancer,Cancer
"Mammary Glands, Human",cancer,Cancer
Mammography,medications_drug_safety,Medications & Drug Safety
Managed Care Programs,medications_drug_safety,Medications & Drug Safety
Management Information Systems,mental_health,Mental Health
Mandelic Acids,kidney_urinary,Kidney & Urinary Health
Mandible,dental_oral,Dental & Oral Health
Mandibular Condyle,bones_joints_muscles,"Bones, Joints & Muscles"
Mandibular Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Mandibular Neoplasms,cancer,Cancer
Mandibular Nerve,dental_oral,Dental & Oral Health
Mandibular Reconstruction,cancer,Cancer
Manikins,breathing_lungs,Breathing & Lungs
Manitoba,mental_health,Mental Health
Manometry,cancer,Cancer
Manuals as Topic,breathing_lungs,Breathing & Lungs
"Manuscripts, Medical as Topic",ear_nose_throat,"Ear, Nose & Throat"
Margins of Excision,cancer,Cancer
Marital Status,medications_drug_safety,Medications & Drug Safety
Marketing of Health Services,medications_drug_safety,Medications & Drug Safety
Markov Chains,womens_reproductive,Women's & Reproductive Health
Maryland,bones_joints_muscles,"Bones, Joints & Muscles"
Mass Casualty Incidents,emergency_critical_care,Emergency & Critical Care
Mass Screening,cancer,Cancer
Massachusetts,emergency_critical_care,Emergency & Critical Care
Massage,childrens_health,Children's Health
Mastectomy,cancer,Cancer
"Mastectomy, Segmental",cancer,Cancer
Mastication,childrens_health,Children's Health
Masticatory Muscles,heart_blood_vessels,Heart & Blood Vessels
Matched-Pair Analysis,childrens_health,Children's Health
Maternal Age,womens_reproductive,Women's & Reproductive Health
Maternal Health Services,womens_reproductive,Women's & Reproductive Health
Maternal Mortality,womens_reproductive,Women's & Reproductive Health
Maxilla,dental_oral,Dental & Oral Health
Maxillary Diseases,childrens_health,Children's Health
Maze Learning,ear_nose_throat,"Ear, Nose & Throat"
Mean Platelet Volume,blood_immune,Blood & Immune Disorders
Meat Products,breathing_lungs,Breathing & Lungs
Mediastinum,cancer,Cancer
Medicaid,childrens_health,Children's Health
Medical Assistance,eye_health,Eye Health
Medical Audit,bones_joints_muscles,"Bones, Joints & Muscles"
Medical Errors,cancer,Cancer
Medical History Taking,medications_drug_safety,Medications & Drug Safety
Medical Indigency,childrens_health,Children's Health
Medical Oncology,cancer,Cancer
Medical Record Linkage,womens_reproductive,Women's & Reproductive Health
Medical Records,medications_drug_safety,Medications & Drug Safety
"Medical Records Systems, Computerized",womens_reproductive,Women's & Reproductive Health
"Medical Staff, Hospital",childrens_health,Children's Health
Medically Uninsured,medications_drug_safety,Medications & Drug Safety
Medicare,heart_blood_vessels,Heart & Blood Vessels
Medicare Part A,public_health_prevention,Public Health & Prevention
Medication Adherence,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Medication Errors,digestive_liver,Digestive System & Liver
Medicine,bones_joints_muscles,"Bones, Joints & Muscles"
Meglumine,bones_joints_muscles,"Bones, Joints & Muscles"
Melanoma,skin_dermatology,Skin & Dermatology
Melatonin,heart_blood_vessels,Heart & Blood Vessels
Membrane Proteins,cancer,Cancer
Membrane Transport Proteins,womens_reproductive,Women's & Reproductive Health
Memory,medications_drug_safety,Medications & Drug Safety
Memory Disorders,ear_nose_throat,"Ear, Nose & Throat"
"Memory, Short-Term",mental_health,Mental Health
Men,cancer,Cancer
Meniere Disease,ear_nose_throat,"Ear, Nose & Throat"
Meningitis,cancer,Cancer
Meningomyelocele,childrens_health,Children's Health
"Menisci, Tibial",bones_joints_muscles,"Bones, Joints & Muscles"
Menopause,blood_immune,Blood & Immune Disorders
Mental Disorders,mental_health,Mental Health
Mental Health,cancer,Cancer
Mental Health Services,mental_health,Mental Health
Mental Recall,childrens_health,Children's Health
Mesentery,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Mesocolon,digestive_liver,Digestive System & Liver
Mesopic Vision,eye_health,Eye Health
Metabolic Clearance Rate,childrens_health,Children's Health
Metabolic Diseases,childrens_health,Children's Health
Metabolic Syndrome,heart_blood_vessels,Heart & Blood Vessels
"Metabolism, Inborn Errors",childrens_health,Children's Health
Metals,heart_blood_vessels,Heart & Blood Vessels
Metaplasia,digestive_liver,Digestive System & Liver
Metformin,heart_blood_vessels,Heart & Blood Vessels
Methadone,medications_drug_safety,Medications & Drug Safety
Methicillin Resistance,childrens_health,Children's Health
Methicillin-Resistant Staphylococcus aureus,medications_drug_safety,Medications & Drug Safety
Methotrexate,cancer,Cancer
Metoclopramide,brain_nervous_system,Brain & Nervous System
Metoprolol,heart_blood_vessels,Heart & Blood Vessels
Mexico,cancer,Cancer
Mice,ear_nose_throat,"Ear, Nose & Throat"
"Mice, Inbred BALB C",ear_nose_throat,"Ear, Nose & Throat"
"Mice, Inbred C57BL",blood_immune,Blood & Immune Disorders
"Mice, Inbred Strains",blood_immune,Blood & Immune Disorders
Michigan,heart_blood_vessels,Heart & Blood Vessels
Microbial Sensitivity Tests,medications_drug_safety,Medications & Drug Safety
Microcirculation,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Microglia,ear_nose_throat,"Ear, Nose & Throat"
Microsatellite Repeats,mental_health,Mental Health
Microscopy,eye_health,Eye Health
"Microscopy, Confocal",bones_joints_muscles,"Bones, Joints & Muscles"
"Microscopy, Electron",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Midazolam,heart_blood_vessels,Heart & Blood Vessels
Middle Aged,cancer,Cancer
Middle East,childrens_health,Children's Health
Midodrine,kidney_urinary,Kidney & Urinary Health
Midwestern United States,bones_joints_muscles,"Bones, Joints & Muscles"
Midwifery,womens_reproductive,Women's & Reproductive Health
Migraine Disorders,brain_nervous_system,Brain & Nervous System
Military Dentistry,dental_oral,Dental & Oral Health
Military Personnel,childrens_health,Children's Health
Milk Substitutes,infections,Infections & Infectious Disease
"Milk, Human",infections,Infections & Infectious Disease
Mind-Body Therapies,childrens_health,Children's Health
Miniaturization,bones_joints_muscles,"Bones, Joints & Muscles"
Minimally Invasive Surgical Procedures,childrens_health,Children's Health
Minnesota,bones_joints_muscles,"Bones, Joints & Muscles"
Minor Histocompatibility Antigens,blood_immune,Blood & Immune Disorders
Minor Surgical Procedures,childrens_health,Children's Health
Minority Groups,cancer,Cancer
Mites,skin_dermatology,Skin & Dermatology
Mitochondria,medications_drug_safety,Medications & Drug Safety
Mitosis,cancer,Cancer
Mitoxantrone,cancer,Cancer
Mitral Valve,heart_blood_vessels,Heart & Blood Vessels
Mitral Valve Insufficiency,heart_blood_vessels,Heart & Blood Vessels
Mobility Limitation,childrens_health,Children's Health
"Models, Anatomic",cancer,Cancer
"Models, Animal",digestive_liver,Digestive System & Liver
"Models, Biological",digestive_liver,Digestive System & Liver
"Models, Econometric",medications_drug_safety,Medications & Drug Safety
"Models, Educational",emergency_critical_care,Emergency & Critical Care
"Models, Nursing",womens_reproductive,Women's & Reproductive Health
"Models, Organizational",medications_drug_safety,Medications & Drug Safety
"Models, Psychological",ear_nose_throat,"Ear, Nose & Throat"
"Models, Statistical",medications_drug_safety,Medications & Drug Safety
"Models, Theoretical",bones_joints_muscles,"Bones, Joints & Muscles"
Molar,dental_oral,Dental & Oral Health
"Molar, Third",blood_immune,Blood & Immune Disorders
Molecular Diagnostic Techniques,blood_immune,Blood & Immune Disorders
Molecular Probe Techniques,medications_drug_safety,Medications & Drug Safety
Molecular Sequence Data,public_health_prevention,Public Health & Prevention
Molecular Targeted Therapy,cancer,Cancer
Molluscum Contagiosum,childrens_health,Children's Health
"Monitoring, Ambulatory",digestive_liver,Digestive System & Liver
"Monitoring, Intraoperative",kidney_urinary,Kidney & Urinary Health
"Monitoring, Physiologic",medications_drug_safety,Medications & Drug Safety
Monocytes,heart_blood_vessels,Heart & Blood Vessels
Moon,digestive_liver,Digestive System & Liver
Morbidity,infections,Infections & Infectious Disease
Morphine,childrens_health,Children's Health
Mortality,childrens_health,Children's Health
Mosaicism,womens_reproductive,Women's & Reproductive Health
"Mossy Fibers, Hippocampal",medications_drug_safety,Medications & Drug Safety
Mother-Child Relations,childrens_health,Children's Health
Mothers,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Motion,cancer,Cancer
Motion Perception,eye_health,Eye Health
Motion Pictures,childrens_health,Children's Health
Motivation,womens_reproductive,Women's & Reproductive Health
Motivational Interviewing,childrens_health,Children's Health
Motor Activity,medications_drug_safety,Medications & Drug Safety
Motor Neuron Disease,brain_nervous_system,Brain & Nervous System
Motor Skills,medications_drug_safety,Medications & Drug Safety
Mouth,childrens_health,Children's Health
Mouth Diseases,infections,Infections & Infectious Disease
Mouth Mucosa,cancer,Cancer
Mouth Neoplasms,cancer,Cancer
"Mouth, Edentulous",childrens_health,Children's Health
Movement,ear_nose_throat,"Ear, Nose & Throat"
Mucocele,infections,Infections & Infectious Disease
Mucous Membrane,digestive_liver,Digestive System & Liver
Multidetector Computed Tomography,medications_drug_safety,Medications & Drug Safety
Multilingualism,childrens_health,Children's Health
Multimodal Imaging,cancer,Cancer
Multiple Organ Failure,emergency_critical_care,Emergency & Critical Care
Multiple Sclerosis,infections,Infections & Infectious Disease
Multiple Trauma,emergency_critical_care,Emergency & Critical Care
Multivariate Analysis,heart_blood_vessels,Heart & Blood Vessels
Murinae,womens_reproductive,Women's & Reproductive Health
Muscarinic Antagonists,kidney_urinary,Kidney & Urinary Health
Muscle Contraction,heart_blood_vessels,Heart & Blood Vessels
Muscle Fatigue,bones_joints_muscles,"Bones, Joints & Muscles"
Muscle Spasticity,heart_blood_vessels,Heart & Blood Vessels
Muscle Strength,bones_joints_muscles,"Bones, Joints & Muscles"
"Muscle, Skeletal",bones_joints_muscles,"Bones, Joints & Muscles"
"Muscle, Smooth",bones_joints_muscles,"Bones, Joints & Muscles"
Musculoskeletal Diseases,bones_joints_muscles,"Bones, Joints & Muscles"
Music,childrens_health,Children's Health
Music Therapy,medications_drug_safety,Medications & Drug Safety
Mutation,heart_blood_vessels,Heart & Blood Vessels
"Mutation, Missense",heart_blood_vessels,Heart & Blood Vessels
Mycobacterium tuberculosis,breathing_lungs,Breathing & Lungs
Mycoplasma Infections,womens_reproductive,Women's & Reproductive Health
Mycoplasma hominis,womens_reproductive,Women's & Reproductive Health
Mydriatics,childrens_health,Children's Health
Myocardial Contraction,heart_blood_vessels,Heart & Blood Vessels
Myocardial Infarction,heart_blood_vessels,Heart & Blood Vessels
Myocardial Ischemia,heart_blood_vessels,Heart & Blood Vessels
Myocardial Reperfusion,heart_blood_vessels,Heart & Blood Vessels
Myocardial Revascularization,heart_blood_vessels,Heart & Blood Vessels
Myocardium,heart_blood_vessels,Heart & Blood Vessels
Myoclonus,medications_drug_safety,Medications & Drug Safety
Myoepithelioma,cancer,Cancer
Myofascial Pain Syndromes,medications_drug_safety,Medications & Drug Safety
Myometrium,womens_reproductive,Women's & Reproductive Health
Myopia,childrens_health,Children's Health
NADPH Oxidases,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Naltrexone,ear_nose_throat,"Ear, Nose & Throat"
Narcotic Antagonists,ear_nose_throat,"Ear, Nose & Throat"
Narcotics,mental_health,Mental Health
Nasal Cavity,childrens_health,Children's Health
Nasal Decongestants,childrens_health,Children's Health
Nasal Mucosa,childrens_health,Children's Health
Nasal Obstruction,childrens_health,Children's Health
Nasal Polyps,childrens_health,Children's Health
Nasal Septum,childrens_health,Children's Health
Nasopharyngeal Neoplasms,cancer,Cancer
National Health Programs,eye_health,Eye Health
National Institutes of Health (U.S.),brain_nervous_system,Brain & Nervous System
Nausea,digestive_liver,Digestive System & Liver
Naval Medicine,heart_blood_vessels,Heart & Blood Vessels
Nebulizers and Vaporizers,breathing_lungs,Breathing & Lungs
Neck,brain_nervous_system,Brain & Nervous System
Neck Dissection,cancer,Cancer
Neck Injuries,childrens_health,Children's Health
Neck Muscles,bones_joints_muscles,"Bones, Joints & Muscles"
Neck Pain,medications_drug_safety,Medications & Drug Safety
Necrosis,digestive_liver,Digestive System & Liver
Needles,cancer,Cancer
Needs Assessment,cancer,Cancer
Neisseria gonorrhoeae,infections,Infections & Infectious Disease
Neoadjuvant Therapy,cancer,Cancer
Neonatal Screening,childrens_health,Children's Health
Neoplasm Grading,cancer,Cancer
Neoplasm Invasiveness,cancer,Cancer
Neoplasm Metastasis,cancer,Cancer
Neoplasm Proteins,cancer,Cancer
"Neoplasm Recurrence, Local",cancer,Cancer
Neoplasm Staging,cancer,Cancer
"Neoplasm, Residual",cancer,Cancer
Neoplasms,cancer,Cancer
"Neoplasms, Glandular and Epithelial",cancer,Cancer
"Neoplasms, Multiple Primary",womens_reproductive,Women's & Reproductive Health
"Neoplasms, Radiation-Induced",womens_reproductive,Women's & Reproductive Health
"Neoplasms, Second Primary",womens_reproductive,Women's & Reproductive Health
"Neoplasms, Unknown Primary",cancer,Cancer
"Neovascularization, Pathologic",digestive_liver,Digestive System & Liver
"Neovascularization, Physiologic",digestive_liver,Digestive System & Liver
Nepal,medications_drug_safety,Medications & Drug Safety
Nephelometry and Turbidimetry,medications_drug_safety,Medications & Drug Safety
Nephrectomy,kidney_urinary,Kidney & Urinary Health
Nerve Block,medications_drug_safety,Medications & Drug Safety
Nerve Tissue Proteins,mental_health,Mental Health
Nervous System Diseases,brain_nervous_system,Brain & Nervous System
Netherlands,medications_drug_safety,Medications & Drug Safety
Neural Inhibition,medications_drug_safety,Medications & Drug Safety
Neural Networks (Computer),emergency_critical_care,Emergency & Critical Care
Neural Pathways,brain_nervous_system,Brain & Nervous System
Neural Tube Defects,childrens_health,Children's Health
Neurodegenerative Diseases,bones_joints_muscles,"Bones, Joints & Muscles"
Neuroendocrine Tumors,cancer,Cancer
Neuroendoscopes,infections,Infections & Infectious Disease
Neuroimmunomodulation,ear_nose_throat,"Ear, Nose & Throat"
Neurologic Examination,brain_nervous_system,Brain & Nervous System
Neuromuscular Agents,heart_blood_vessels,Heart & Blood Vessels
Neuromuscular Nondepolarizing Agents,heart_blood_vessels,Heart & Blood Vessels
Neuronal Plasticity,brain_nervous_system,Brain & Nervous System
Neurons,brain_nervous_system,Brain & Nervous System
Neuropeptides,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Neuropsychological Tests,brain_nervous_system,Brain & Nervous System
Neurosurgical Procedures,emergency_critical_care,Emergency & Critical Care
